player_slug,player_name,season_name,competition_name,injury_reason,from_date,end_date,days_missed,games_missed
danilo-pereira,Danilo Pereira (141050),19/20,,Inflammation in the knee,2020-01-20,2020-01-24,5.0,1
danilo-pereira,Danilo Pereira (141050),19/20,,muscular problems,2019-12-13,2019-12-17,5.0,1
danilo-pereira,Danilo Pereira (141050),19/20,,Calf injury,2019-08-09,2019-08-12,4.0,1
danilo-pereira,Danilo Pereira (141050),18/19,,Ankle injury,2019-02-17,2019-02-24,8.0,1
danilo-pereira,Danilo Pereira (141050),18/19,,Ankle injury,2019-01-13,2019-01-25,13.0,3
danilo-pereira,Danilo Pereira (141050),18/19,,Rest,2018-09-25,2018-09-30,6.0,1
danilo-pereira,Danilo Pereira (141050),17/18,,Achilles tendon rupture,2018-04-03,2018-08-23,143.0,17
jesse-lingard,Jesse Lingard (141660),23/24,,Hamstring injury,2024-07-13,2024-08-13,32.0,5
jesse-lingard,Jesse Lingard (141660),23/24,,Knee injury,2024-03-26,2024-05-13,49.0,10
jesse-lingard,Jesse Lingard (141660),22/23,Premier League,Hamstring injury,2022-12-27,2023-01-16,21.0,6
jesse-lingard,Jesse Lingard (141660),20/21,Premier League,bruise,2020-10-17,2020-12-01,46.0,13
jesse-lingard,Jesse Lingard (141660),19/20,Premier League,Ill,2020-01-09,2020-01-14,6.0,1
jesse-lingard,Jesse Lingard (141660),19/20,Premier League,Hamstring injury,2019-10-04,2019-10-23,20.0,4
jesse-lingard,Jesse Lingard (141660),19/20,Premier League,Ill,2019-09-07,2019-09-18,12.0,2
jesse-lingard,Jesse Lingard (141660),18/19,Premier League,Knee injury,2019-04-26,2019-05-11,16.0,2
jesse-lingard,Jesse Lingard (141660),18/19,Premier League,Hamstring injury,2019-02-13,2019-03-16,32.0,7
jesse-lingard,Jesse Lingard (141660),18/19,Premier League,Groin problems,2018-09-25,2018-10-27,33.0,8
jesse-lingard,Jesse Lingard (141660),18/19,Premier League,bruise,2018-08-01,2018-08-18,18.0,1
kara-mbodj,Kara Mbodj (141828),17/18,,Fitness,2018-05-04,2018-05-12,9.0,2
kara-mbodj,Kara Mbodj (141828),17/18,,Knee surgery,2017-12-25,2018-05-03,130.0,18
kara-mbodj,Kara Mbodj (141828),17/18,,Knee problems,2017-12-18,2017-12-25,8.0,1
kara-mbodj,Kara Mbodj (141828),17/18,,Knee problems,2017-10-26,2017-10-30,5.0,1
kara-mbodj,Kara Mbodj (141828),17/18,,Adductor injury,2017-09-07,2017-09-25,19.0,5
alvaro-vazquez,Álvaro Vázquez (141835),20/21,,Muscle injury,2021-03-19,2021-04-10,23.0,4
alvaro-vazquez,Álvaro Vázquez (141835),17/18,LaLiga,Ankle injury,2018-02-18,2018-03-08,19.0,2
alvaro-vazquez,Álvaro Vázquez (141835),17/18,LaLiga,Shoulder injury,2017-08-09,2017-09-29,52.0,6
cristian-tello,Cristian Tello (141834),20/21,LaLiga,Knock,2021-04-22,2021-04-25,4.0,1
cristian-tello,Cristian Tello (141834),20/21,LaLiga,Muscle injury,2020-12-30,2021-01-11,13.0,3
cristian-tello,Cristian Tello (141834),19/20,LaLiga,Muscle injury,2019-11-20,2019-12-04,15.0,2
cristian-tello,Cristian Tello (141834),19/20,LaLiga,Groin injury,2019-08-26,2019-09-23,29.0,3
cristian-tello,Cristian Tello (141834),18/19,LaLiga,Hamstring injury,2019-01-28,2019-02-28,32.0,9
cristian-tello,Cristian Tello (141834),18/19,LaLiga,Muscle injury,2018-10-16,2018-10-23,8.0,1
cristian-tello,Cristian Tello (141834),17/18,LaLiga,muscular problems,2017-10-22,2017-11-02,12.0,2
cristian-tello,Cristian Tello (141834),17/18,LaLiga,Torn muscle fiber,2017-08-09,2017-08-23,15.0,1
pablo-hervias,Pablo Hervías (142027),21/22,,Fitness,2021-12-21,2022-02-10,52.0,6
pablo-hervias,Pablo Hervías (142027),21/22,,Knee injury,2021-07-01,2021-12-20,173.0,23
pablo-hervias,Pablo Hervías (142027),20/21,LaLiga,Meniscus tear,2021-02-12,2021-04-01,49.0,6
pablo-hervias,Pablo Hervías (142027),19/20,LaLiga,Knee injury,2019-10-15,2019-10-29,15.0,3
pablo-hervias,Pablo Hervías (142027),18/19,LaLiga,Torn knee ligaments,2019-03-13,2019-09-13,185.0,14
pablo-hervias,Pablo Hervías (142027),18/19,LaLiga,Knee injury,2019-02-13,2019-02-23,11.0,1
sergi-darder,Sergi Darder (142021),18/19,LaLiga,muscular problems,2018-10-20,2018-10-25,6.0,1
omar-mascarell,Omar Mascarell (142031),20/21,Bundesliga,Torn muscle fiber,2021-05-05,2021-06-22,49.0,4
omar-mascarell,Omar Mascarell (142031),20/21,Bundesliga,muscular problems,2020-12-19,2021-01-16,29.0,4
omar-mascarell,Omar Mascarell (142031),19/20,Bundesliga,surgery,2020-06-10,2020-09-18,101.0,5
omar-mascarell,Omar Mascarell (142031),19/20,Bundesliga,Adductor injury,2020-02-28,2020-06-09,103.0,8
omar-mascarell,Omar Mascarell (142031),18/19,Bundesliga,Groin problems,2019-03-07,2019-03-30,24.0,5
omar-mascarell,Omar Mascarell (142031),17/18,Bundesliga,Hairline crack in foot,2018-03-29,2018-04-17,20.0,3
omar-mascarell,Omar Mascarell (142031),17/18,Bundesliga,Foot injury,2018-02-12,2018-03-29,46.0,5
omar-mascarell,Omar Mascarell (142031),17/18,Bundesliga,Fitness,2017-11-23,2017-12-21,29.0,6
omar-mascarell,Omar Mascarell (142031),17/18,Bundesliga,Achilles tendon surgery,2017-07-10,2017-11-23,137.0,16
omar-mascarell,Omar Mascarell (142031),17/18,Bundesliga,Achilles tendon problems,2017-04-10,2017-07-10,92.0,9
aaron-lennon,Aaron Lennon (14221),19/20,Premier League,Ill,2019-12-22,2020-01-10,20.0,4
aaron-lennon,Aaron Lennon (14221),18/19,Premier League,Cartilage damage,2018-12-16,2019-05-31,167.0,23
aaron-lennon,Aaron Lennon (14221),18/19,Premier League,Ill,2018-10-24,2018-11-02,10.0,1
aaron-lennon,Aaron Lennon (14221),17/18,Premier League,muscular problems,2017-09-21,2017-10-24,34.0,6
anthony-ujah,Anthony Ujah (142281),23/24,,Acromioclavicular joint dislocation,2023-09-24,2024-01-01,100.0,10
anthony-ujah,Anthony Ujah (142281),21/22,Bundesliga,Ill,2022-03-31,2022-05-01,32.0,6
anthony-ujah,Anthony Ujah (142281),21/22,Bundesliga,Fitness,2021-06-01,2021-07-27,57.0,0
anthony-ujah,Anthony Ujah (142281),20/21,,Knee surgery,2020-07-26,2021-05-31,310.0,36
willy-boly,Willy Boly (142310),23/24,Premier League,unknown injury,2024-02-23,2024-04-25,63.0,12
willy-boly,Willy Boly (142310),22/23,Premier League,Hamstring injury,2023-02-11,2023-05-07,86.0,15
willy-boly,Willy Boly (142310),21/22,Premier League,Leg injury,2021-12-18,2022-02-25,70.0,14
willy-boly,Willy Boly (142310),21/22,Premier League,unknown injury,2021-11-30,2021-12-06,7.0,2
willy-boly,Willy Boly (142310),21/22,Premier League,Hamstring injury,2021-07-25,2021-08-14,21.0,1
willy-boly,Willy Boly (142310),20/21,Premier League,Corona virus,2021-04-01,2021-04-15,15.0,2
willy-boly,Willy Boly (142310),20/21,Premier League,bruise,2021-02-03,2021-02-28,26.0,5
willy-boly,Willy Boly (142310),20/21,Premier League,Muscle injury,2020-12-26,2021-01-15,21.0,5
willy-boly,Willy Boly (142310),19/20,Premier League,Ankle injury,2019-10-26,2020-01-22,89.0,22
raul-navas,Raúl Navas (142419),19/20,LaLiga,Knee injury,2020-02-27,2020-05-27,91.0,2
raul-navas,Raúl Navas (142419),19/20,LaLiga,Knee injury,2019-10-28,2019-11-21,25.0,3
raul-navas,Raúl Navas (142419),18/19,LaLiga,Knee injury,2018-11-15,2019-01-19,66.0,10
raul-navas,Raúl Navas (142419),17/18,LaLiga,muscular problems,2018-02-23,2018-03-16,22.0,4
raul-navas,Raúl Navas (142419),17/18,LaLiga,muscular problems,2018-02-11,2018-02-17,7.0,1
raul-navas,Raúl Navas (142419),17/18,LaLiga,Knee injury,2017-08-26,2017-09-26,32.0,5
aleksandar-trajkovski,Aleksandar Trajkovski (142920),23/24,,Thigh problems,2023-11-09,2023-12-11,33.0,6
aleksandar-trajkovski,Aleksandar Trajkovski (142920),19/20,LaLiga,Ankle injury,2019-11-11,2019-12-16,36.0,6
stefan-mitrovic,Stefan Mitrovic (143029),17/18,,Ankle surgery,2018-02-26,2018-06-04,99.0,15
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),23/24,,pneumonia,2024-05-10,2024-05-13,4.0,1
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),23/24,,Torn thigh muscle,2023-12-21,2024-03-29,100.0,18
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),22/23,Premier League,Hamstring injury,2022-07-16,2022-10-17,94.0,14
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),20/21,Premier League,Knee injury,2020-08-21,2020-12-12,114.0,20
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),19/20,Premier League,Knock,2020-06-11,2020-06-20,10.0,0
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),19/20,Premier League,Ankle injury,2019-12-23,2020-01-04,13.0,3
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),19/20,Premier League,Head injury,2019-10-03,2019-10-07,5.0,1
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),18/19,Premier League,Knock,2019-05-06,2019-05-11,6.0,1
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),18/19,Premier League,Hamstring injury,2019-03-09,2019-04-12,35.0,8
alex-oxlade-chamberlain,Alex Oxlade-Chamberlain (143424),17/18,Premier League,Cruciate ligament tear,2018-04-25,2019-03-07,317.0,58
matija-nastasic,Matija Nastasić (143559),22/23,LaLiga,Calf injury,2023-04-26,2023-06-05,41.0,8
matija-nastasic,Matija Nastasić (143559),22/23,Serie A,Calf injury,2023-04-26,2023-06-05,41.0,8
matija-nastasic,Matija Nastasić (143559),21/22,Serie A,unknown injury,2022-04-08,2022-04-13,6.0,1
matija-nastasic,Matija Nastasić (143559),21/22,Serie A,Achilles tendon irritation,2022-02-25,2022-03-04,8.0,2
matija-nastasic,Matija Nastasić (143559),21/22,Serie A,Calf problems,2021-11-10,2021-12-18,39.0,6
matija-nastasic,Matija Nastasić (143559),20/21,Bundesliga,Calf injury,2021-02-13,2021-05-25,102.0,14
matija-nastasic,Matija Nastasić (143559),20/21,Bundesliga,Head injury,2020-09-05,2020-09-25,21.0,3
matija-nastasic,Matija Nastasić (143559),19/20,Bundesliga,Knee injury,2019-12-06,2019-12-22,17.0,6
matija-nastasic,Matija Nastasić (143559),19/20,Bundesliga,Achilles tendon problems,2019-11-01,2019-11-22,22.0,2
matija-nastasic,Matija Nastasić (143559),19/20,Bundesliga,infection,2019-08-29,2019-09-03,6.0,1
matija-nastasic,Matija Nastasić (143559),17/18,Bundesliga,Knee injury,2018-04-08,2018-06-30,84.0,9
matija-nastasic,Matija Nastasić (143559),17/18,Bundesliga,Rest,2017-11-09,2017-11-13,5.0,0
matija-nastasic,Matija Nastasić (143559),17/18,Bundesliga,Bone edema,2017-10-09,2017-11-06,29.0,8
matija-nastasic,Matija Nastasić (143559),17/18,Bundesliga,Bone edema,2017-10-05,2017-10-05,1.0,0
matija-nastasic,Matija Nastasić (143559),17/18,Bundesliga,stomach problems,2017-08-03,2017-08-07,5.0,0
pavel-kaderabek,Pavel Kaderabek (143798),23/24,Bundesliga,Ankle problems,2023-11-10,2023-11-21,12.0,1
pavel-kaderabek,Pavel Kaderabek (143798),23/24,Bundesliga,unknown injury,2023-09-29,2023-10-05,7.0,1
pavel-kaderabek,Pavel Kaderabek (143798),23/24,Bundesliga,Thigh problems,2023-09-02,2023-09-07,6.0,1
pavel-kaderabek,Pavel Kaderabek (143798),22/23,Bundesliga,Hamstring injury,2023-04-29,2023-06-30,63.0,5
pavel-kaderabek,Pavel Kaderabek (143798),22/23,Bundesliga,Torn muscle fiber,2023-01-28,2023-02-13,17.0,4
pavel-kaderabek,Pavel Kaderabek (143798),21/22,Bundesliga,Ill,2022-05-12,2022-05-19,8.0,1
pavel-kaderabek,Pavel Kaderabek (143798),21/22,Bundesliga,Corona virus,2022-03-17,2022-03-24,8.0,1
pavel-kaderabek,Pavel Kaderabek (143798),21/22,Bundesliga,Hamstring injury,2022-01-10,2022-02-10,32.0,4
pavel-kaderabek,Pavel Kaderabek (143798),21/22,Bundesliga,Ankle injury,2021-10-14,2021-11-29,47.0,7
pavel-kaderabek,Pavel Kaderabek (143798),21/22,Bundesliga,Calf problems,2021-08-09,2021-09-06,29.0,6
matias-vecino,Matías Vecino (143812),23/24,Serie A,strain,2024-02-14,2024-02-25,12.0,3
matias-vecino,Matías Vecino (143812),23/24,Serie A,Strain in the thigh and gluteal muscles,2023-11-12,2023-11-24,13.0,3
matias-vecino,Matías Vecino (143812),22/23,Serie A,Knee problems,2023-06-04,2023-06-22,19.0,2
matias-vecino,Matías Vecino (143812),22/23,Serie A,Hamstring muscle injury,2023-05-04,2023-05-15,12.0,2
matias-vecino,Matías Vecino (143812),22/23,Serie A,Knee problems,2023-04-12,2023-04-19,8.0,1
matias-vecino,Matías Vecino (143812),21/22,Serie A,muscular problems,2022-05-10,2022-05-17,8.0,2
matias-vecino,Matías Vecino (143812),21/22,Serie A,Corona virus,2022-03-22,2022-03-26,5.0,1
matias-vecino,Matías Vecino (143812),21/22,Serie A,Inflammation in the knee,2022-02-11,2022-02-22,12.0,3
matias-vecino,Matías Vecino (143812),20/21,Serie A,Corona virus,2021-03-18,2021-03-30,13.0,0
matias-vecino,Matías Vecino (143812),19/20,Serie A,Knee injury,2020-07-11,2021-01-25,199.0,41
matias-vecino,Matías Vecino (143812),19/20,Serie A,Meniscus injury,2020-06-12,2020-07-04,23.0,5
matias-vecino,Matías Vecino (143812),19/20,Serie A,Muscle injury,2019-10-22,2019-10-31,10.0,3
maximilian-philipp,Maximilian Philipp (143891),23/24,Bundesliga,Acromioclavicular joint dislocation,2023-10-26,2024-01-01,68.0,13
maximilian-philipp,Maximilian Philipp (143891),22/23,Bundesliga,Ankle injury,2023-02-02,2023-02-08,7.0,1
maximilian-philipp,Maximilian Philipp (143891),20/21,Bundesliga,Quarantine,2020-12-19,2021-01-10,23.0,4
maximilian-philipp,Maximilian Philipp (143891),20/21,Bundesliga,Muscle injury,2020-09-21,2020-10-08,18.0,3
maximilian-philipp,Maximilian Philipp (143891),18/19,Bundesliga,Torn lateral knee ligament,2019-03-04,2019-04-02,30.0,4
maximilian-philipp,Maximilian Philipp (143891),18/19,Bundesliga,muscular problems,2019-01-22,2019-01-27,6.0,1
maximilian-philipp,Maximilian Philipp (143891),17/18,Bundesliga,Patellar tendon dislocation,2017-12-04,2018-02-27,86.0,14
maximilian-philipp,Maximilian Philipp (143891),17/18,Bundesliga,Rest,2017-10-26,2017-10-30,5.0,1
leandro-trossard,Leandro Trossard (144028),21/22,Premier League,Ill,2022-04-19,2022-04-21,3.0,1
leandro-trossard,Leandro Trossard (144028),21/22,Premier League,Hamstring injury,2021-12-26,2022-01-01,7.0,2
leandro-trossard,Leandro Trossard (144028),21/22,Premier League,Elbow injury,2021-12-04,2021-12-14,11.0,1
leandro-trossard,Leandro Trossard (144028),20/21,Premier League,Groin injury,2020-11-02,2020-11-27,26.0,5
leandro-trossard,Leandro Trossard (144028),19/20,Premier League,Groin injury,2019-09-01,2019-10-18,48.0,9
leandro-trossard,Leandro Trossard (144028),18/19,,Hamstring injury,2018-10-23,2018-11-09,18.0,5
leandro-trossard,Leandro Trossard (144028),18/19,,Shoulder injury,2018-10-05,2018-10-18,14.0,3
leandro-trossard,Leandro Trossard (144028),17/18,,Muscle tear,2017-08-20,2017-12-08,111.0,21
matias-dituro,Matías Dituro (144128),23/24,,Fitness,2023-12-31,2024-01-07,8.0,1
matias-dituro,Matías Dituro (144128),23/24,,unknown injury,2023-12-09,2023-12-31,23.0,3
matias-dituro,Matías Dituro (144128),23/24,,Fitness,2023-10-27,2023-10-30,4.0,1
matias-dituro,Matías Dituro (144128),23/24,,unknown injury,2023-10-14,2023-10-27,14.0,1
matias-dituro,Matías Dituro (144128),22/23,,Hand injury,2023-04-20,2023-04-25,6.0,1
matias-dituro,Matías Dituro (144128),20/21,,Corona virus,2021-05-22,2021-06-05,15.0,4
bartosz-bereszynski,Bartosz Bereszyński (144143),23/24,Serie A,muscular problems,2023-12-11,2024-01-12,33.0,5
bartosz-bereszynski,Bartosz Bereszyński (144143),23/24,Serie A,unknown injury,2023-09-27,2023-10-22,26.0,5
bartosz-bereszynski,Bartosz Bereszyński (144143),22/23,Serie A,Knee injury,2023-03-22,2023-04-04,14.0,3
bartosz-bereszynski,Bartosz Bereszyński (144143),21/22,Serie A,Muscle injury,2022-01-08,2022-01-11,4.0,1
bartosz-bereszynski,Bartosz Bereszyński (144143),21/22,Serie A,Muscle injury,2021-09-03,2021-09-09,7.0,2
bartosz-bereszynski,Bartosz Bereszyński (144143),20/21,Serie A,Muscle fatigue,2021-04-19,2021-04-23,5.0,1
bartosz-bereszynski,Bartosz Bereszyński (144143),20/21,Serie A,strain,2020-12-06,2021-01-01,27.0,5
bartosz-bereszynski,Bartosz Bereszyński (144143),19/20,Serie A,Muscle injury,2020-07-25,2020-07-28,4.0,1
bartosz-bereszynski,Bartosz Bereszyński (144143),19/20,Serie A,Meniscus injury,2019-11-15,2019-12-29,45.0,8
bartosz-bereszynski,Bartosz Bereszyński (144143),18/19,Serie A,Muscle injury,2018-12-11,2019-01-25,46.0,6
bartosz-bereszynski,Bartosz Bereszyński (144143),17/18,Serie A,Muscle injury,2018-03-18,2018-04-02,16.0,4
bartosz-bereszynski,Bartosz Bereszyński (144143),17/18,Serie A,Ankle sprain,2018-02-25,2018-03-12,16.0,2
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),23/24,Serie A,Knee problems,2024-02-08,2024-03-07,29.0,4
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),23/24,Serie A,Thigh problems,2023-10-15,2023-10-28,14.0,2
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),23/24,Serie A,bruise,2023-10-10,2023-10-17,8.0,2
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),21/22,,unknown injury,2022-04-20,2022-04-26,7.0,1
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),20/21,,Knee injury,2021-03-11,2021-06-02,84.0,12
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),19/20,,Cruciate ligament injury,2019-11-28,2020-09-01,279.0,20
pantelis-hatzidiakos,Pantelis Hatzidiakos (144244),17/18,,Ill,2018-04-06,2018-04-09,4.0,1
lazar-markovic,Lazar Markovic (144303),23/24,,Muscle tear,2023-11-02,2023-11-12,11.0,3
lazar-markovic,Lazar Markovic (144303),22/23,,unknown injury,2022-12-26,2023-01-01,7.0,1
lazar-markovic,Lazar Markovic (144303),21/22,,Shoulder injury,2021-11-25,2022-01-11,48.0,7
lazar-markovic,Lazar Markovic (144303),20/21,,Leg injury,2020-10-21,2020-10-29,9.0,2
lazar-markovic,Lazar Markovic (144303),20/21,,Leg injury,2020-08-01,2020-09-05,36.0,7
lazar-markovic,Lazar Markovic (144303),19/20,,Adductor injury,2019-10-16,2019-12-16,62.0,14
lazar-markovic,Lazar Markovic (144303),18/19,Premier League,Calf injury,2019-03-01,2019-05-31,92.0,10
daniele-gabriele,Daniele Gabriele (144323),22/23,,Cruciate ligament tear,2022-06-30,2023-03-30,274.0,26
daniele-gabriele,Daniele Gabriele (144323),19/20,,infection,2019-10-07,2019-10-14,8.0,1
daniele-gabriele,Daniele Gabriele (144323),18/19,Bundesliga,unknown injury,2018-10-10,2018-11-24,46.0,5
petr-ten,Petr Ten (144547),21/22,Premier League,unknown injury,2021-08-02,2021-08-31,30.0,3
pius-grabher,Pius Grabher (144585),23/24,Bundesliga,Torn muscle bundle,2023-08-12,2023-09-10,30.0,4
pius-grabher,Pius Grabher (144585),21/22,,Inner knee ligament tear,2022-04-01,2022-04-21,21.0,4
pius-grabher,Pius Grabher (144585),19/20,,Knee collateral ligament tear,2019-11-07,2019-12-31,55.0,3
pius-grabher,Pius Grabher (144585),18/19,,Collateral ligament ripture,2018-07-21,2018-09-21,63.0,9
marc-andre-schmerbock,Marc Andre Schmerböck (145010),23/24,,Knee injury,2023-07-22,2023-08-03,13.0,2
marc-andre-schmerbock,Marc Andre Schmerböck (145010),19/20,Bundesliga,Knee problems,2019-12-06,2020-02-29,86.0,5
marc-andre-schmerbock,Marc Andre Schmerböck (145010),19/20,Bundesliga,Knee problems,2019-11-21,2019-11-27,7.0,1
marc-andre-schmerbock,Marc Andre Schmerböck (145010),18/19,Bundesliga,Cruciate ligament tear,2018-12-14,2019-06-26,195.0,15
marc-andre-schmerbock,Marc Andre Schmerböck (145010),17/18,Bundesliga,Back problems,2017-08-11,2017-10-26,77.0,11
marc-andre-schmerbock,Marc Andre Schmerböck (145010),17/18,Bundesliga,Toothache,2017-07-21,2017-07-24,4.0,1
marc-andre-schmerbock,Marc Andre Schmerböck (145010),17/18,Bundesliga,Dental surgery,2017-07-20,2017-08-07,19.0,6
valon-berisha,Valon Berisha (145115),21/22,Ligue 1,Foot injury,2021-09-23,2021-10-03,11.0,2
valon-berisha,Valon Berisha (145115),20/21,Ligue 1,Meniscus injury,2021-04-01,2021-06-01,62.0,9
valon-berisha,Valon Berisha (145115),19/20,Bundesliga,Hamstring injury,2019-11-17,2019-12-11,25.0,8
valon-berisha,Valon Berisha (145115),19/20,Serie A,Hamstring injury,2019-11-17,2019-12-11,25.0,8
valon-berisha,Valon Berisha (145115),19/20,Bundesliga,muscular problems,2019-10-17,2019-10-23,7.0,3
valon-berisha,Valon Berisha (145115),19/20,Serie A,muscular problems,2019-10-17,2019-10-23,7.0,3
valon-berisha,Valon Berisha (145115),18/19,Serie A,Knee surgery,2019-04-15,2019-08-01,109.0,18
valon-berisha,Valon Berisha (145115),18/19,Serie A,Calf injury,2019-04-04,2019-04-15,12.0,2
valon-berisha,Valon Berisha (145115),18/19,Serie A,muscular problems,2019-02-12,2019-03-26,43.0,18
valon-berisha,Valon Berisha (145115),18/19,Serie A,muscular problems,2018-12-25,2019-01-07,14.0,2
valon-berisha,Valon Berisha (145115),18/19,Serie A,muscular problems,2018-12-13,2018-12-22,10.0,3
valon-berisha,Valon Berisha (145115),18/19,Serie A,muscular problems,2018-07-24,2018-09-25,64.0,15
valon-berisha,Valon Berisha (145115),17/18,Bundesliga,Calf problems,2018-05-19,2018-06-24,37.0,5
valon-berisha,Valon Berisha (145115),17/18,Bundesliga,Hip injury,2018-02-14,2018-02-21,8.0,2
tim-ream,Tim Ream (145466),23/24,Premier League,Calf injury,2023-12-06,2024-01-09,35.0,8
tim-ream,Tim Ream (145466),22/23,Premier League,Broken arm,2023-04-30,2023-05-29,30.0,6
tim-ream,Tim Ream (145466),21/22,,Back injury,2021-08-21,2021-08-28,8.0,3
tim-ream,Tim Ream (145466),18/19,Premier League,Back injury,2018-08-04,2018-09-24,52.0,9
tim-ream,Tim Ream (145466),17/18,,unknown injury,2017-11-21,2017-12-03,13.0,3
afriyie-acquah,Afriyie Acquah (145581),20/21,,unknown injury,2021-01-09,2021-01-13,5.0,2
afriyie-acquah,Afriyie Acquah (145581),19/20,,unknown injury,2020-07-13,2020-07-26,14.0,3
afriyie-acquah,Afriyie Acquah (145581),19/20,,Hamstring injury,2019-12-18,2019-12-30,13.0,3
afriyie-acquah,Afriyie Acquah (145581),18/19,Serie A,unknown injury,2019-04-02,2019-04-07,6.0,2
afriyie-acquah,Afriyie Acquah (145581),18/19,Serie A,Hamstring muscle injury,2018-09-21,2018-10-04,14.0,3
afriyie-acquah,Afriyie Acquah (145581),17/18,Serie A,muscular problems,2017-09-27,2017-10-15,19.0,3
afriyie-acquah,Afriyie Acquah (145581),17/18,Serie A,muscular problems,2017-09-10,2017-09-21,12.0,3
scott-carson,Scott Carson (14555),20/21,Premier League,Virus,2021-01-06,2021-03-14,68.0,20
danilo,Danilo (145707),23/24,Serie A,Hamstring muscle injury,2024-05-05,2024-05-13,9.0,2
danilo,Danilo (145707),23/24,Serie A,Ankle injury,2024-02-18,2024-03-02,14.0,1
danilo,Danilo (145707),23/24,Serie A,unknown injury,2023-10-31,2023-12-01,32.0,6
danilo,Danilo (145707),23/24,Serie A,Torn muscle bundle,2023-10-13,2023-10-30,18.0,3
danilo,Danilo (145707),22/23,Serie A,Ankle injury,2022-11-24,2022-12-04,11.0,2
danilo,Danilo (145707),21/22,Serie A,muscular problems,2022-05-11,2022-05-23,13.0,3
danilo,Danilo (145707),21/22,Serie A,Rest,2022-05-05,2022-05-09,5.0,1
danilo,Danilo (145707),21/22,Serie A,Adductor pain,2022-01-15,2022-01-17,3.0,1
danilo,Danilo (145707),21/22,Serie A,Adductor injury,2021-11-20,2022-01-10,52.0,11
danilo,Danilo (145707),19/20,Serie A,Hamstring strain,2020-01-23,2020-02-09,18.0,3
danilo,Danilo (145707),19/20,Serie A,Hamstring muscle injury,2019-09-25,2019-10-15,21.0,5
danilo,Danilo (145707),18/19,Premier League,unknown injury,2018-12-10,2018-12-22,13.0,4
sergio-leon,Sergio León (145769),21/22,,Corona virus,2021-12-29,2022-01-06,9.0,2
munas-dabbur,Munas Dabbur (145866),22/23,Bundesliga,Shoulder injury,2022-10-23,2023-01-02,72.0,4
munas-dabbur,Munas Dabbur (145866),21/22,Bundesliga,Ill,2021-09-16,2021-09-23,8.0,1
munas-dabbur,Munas Dabbur (145866),20/21,Bundesliga,Fitness,2020-11-19,2020-11-30,12.0,3
munas-dabbur,Munas Dabbur (145866),20/21,Bundesliga,Corona virus,2020-11-09,2020-11-19,11.0,0
munas-dabbur,Munas Dabbur (145866),20/21,Bundesliga,muscular problems,2020-09-10,2020-09-14,5.0,1
munas-dabbur,Munas Dabbur (145866),19/20,Bundesliga,Knee injury,2020-02-24,2020-04-30,67.0,2
munas-dabbur,Munas Dabbur (145866),19/20,LaLiga,Knee injury,2020-02-24,2020-04-30,67.0,2
jon-flanagan,Jon Flanagan (145922),21/22,,Foot injury,2022-02-01,2022-03-11,39.0,2
jon-flanagan,Jon Flanagan (145922),21/22,,Foot bruise,2021-08-01,2021-11-30,122.0,17
jon-flanagan,Jon Flanagan (145922),19/20,,Groin surgery,2019-09-02,2019-10-14,43.0,7
jon-flanagan,Jon Flanagan (145922),19/20,,Groin surgery,2019-07-06,2019-08-06,32.0,5
wilfried-zaha,Wilfried Zaha (145988),23/24,,Bone edema,2024-03-02,2024-03-06,5.0,1
wilfried-zaha,Wilfried Zaha (145988),23/24,,unknown injury,2023-11-29,2023-12-06,8.0,2
wilfried-zaha,Wilfried Zaha (145988),23/24,,unknown injury,2023-08-15,2023-09-17,34.0,7
wilfried-zaha,Wilfried Zaha (145988),23/24,,Fitness,2023-08-05,2023-08-11,7.0,1
wilfried-zaha,Wilfried Zaha (145988),22/23,Premier League,unknown injury,2023-05-13,2023-08-05,85.0,5
wilfried-zaha,Wilfried Zaha (145988),22/23,Premier League,unknown injury,2023-04-01,2023-04-26,26.0,5
wilfried-zaha,Wilfried Zaha (145988),22/23,Premier League,unknown injury,2023-01-21,2023-02-26,37.0,7
wilfried-zaha,Wilfried Zaha (145988),22/23,Premier League,unknown injury,2022-08-20,2022-08-28,9.0,3
wilfried-zaha,Wilfried Zaha (145988),21/22,Premier League,unknown injury,2021-10-11,2021-10-19,9.0,1
wilfried-zaha,Wilfried Zaha (145988),20/21,Premier League,Hamstring strain,2021-02-04,2021-03-04,29.0,5
