player_slug,player_name,season_name,competition_name,injury_reason,from_date,end_date,days_missed,games_missed
renan-lodi,Renan Lodi (476352),21/22,LaLiga,Lumbago,2021-11-27,2021-11-29,3.0,1
renan-lodi,Renan Lodi (476352),20/21,LaLiga,Muscle injury,2021-04-30,2021-05-03,4.0,1
renan-lodi,Renan Lodi (476352),20/21,LaLiga,Back injury,2020-12-05,2020-12-08,4.0,1
renan-lodi,Renan Lodi (476352),20/21,LaLiga,Knock,2020-10-15,2020-10-18,4.0,1
renan-lodi,Renan Lodi (476352),19/20,LaLiga,Corona virus,2020-05-08,2020-05-15,8.0,0
renan-lodi,Renan Lodi (476352),19/20,LaLiga,Muscle injury,2020-03-05,2020-03-08,4.0,1
gorka-elustondo,Gorka Elustondo (47647),18/19,LaLiga,Cruciate ligament tear,2018-12-01,2019-06-01,183.0,25
gorka-elustondo,Gorka Elustondo (47647),18/19,LaLiga,Hamstring injury,2018-09-23,2018-11-10,49.0,8
dominic-schmidt,Dominic Schmidt (476498),23/24,,Thigh problems,2024-03-08,2024-03-13,6.0,1
dominic-schmidt,Dominic Schmidt (476498),23/24,,Ankle injury,2023-10-30,2023-12-04,36.0,7
dominic-schmidt,Dominic Schmidt (476498),22/23,,Cartilage damage,2022-08-20,2023-03-05,198.0,21
kenny-rocha-santos,Kenny Rocha Santos (476527),22/23,,Knock,2023-04-13,2023-04-20,8.0,1
costel-pantilimon,Costel Pantilimon (47659),20/21,,unknown injury,2021-03-01,2021-03-15,15.0,2
costel-pantilimon,Costel Pantilimon (47659),20/21,,Hip problems,2020-12-19,2020-12-24,6.0,2
costel-pantilimon,Costel Pantilimon (47659),17/18,LaLiga,Back injury,2017-12-14,2017-12-28,15.0,2
costel-pantilimon,Costel Pantilimon (47659),17/18,Premier League,Back injury,2017-12-14,2017-12-28,15.0,2
christian-pastina,Christian Pastina (476624),23/24,,unknown injury,2024-05-13,2024-06-30,49.0,6
manuel-ugarte,Manuel Ugarte (476701),21/22,,Corona virus,2021-12-26,2022-01-05,11.0,1
manuel-ugarte,Manuel Ugarte (476701),21/22,,Corona virus,2021-07-20,2021-07-30,11.0,1
manuel-ugarte,Manuel Ugarte (476701),20/21,,Arm injury,2020-08-16,2020-08-27,12.0,3
aron-donnum,Aron Dønnum (476836),22/23,,Syndesmotic ligament tear,2023-01-14,2023-01-21,8.0,2
aron-donnum,Aron Dønnum (476836),19/20,,Shoulder injury,2020-06-09,2020-06-16,8.0,1
melayro-bogarde,Melayro Bogarde (476915),20/21,Bundesliga,Quarantine,2020-11-11,2020-11-16,6.0,1
bryan-lasme,Bryan Lasme (477109),23/24,,Torn muscle fiber,2023-12-14,2024-01-17,35.0,1
bryan-lasme,Bryan Lasme (477109),23/24,,muscular problems,2023-08-20,2023-09-27,39.0,5
bryan-lasme,Bryan Lasme (477109),21/22,Bundesliga,Knee injury,2022-04-11,2022-05-30,50.0,5
mamadou-sakho,Mamadou Sakho (47713),20/21,Premier League,Knock,2021-01-10,2021-06-30,172.0,21
mamadou-sakho,Mamadou Sakho (47713),20/21,Premier League,Calf injury,2020-12-07,2020-12-27,21.0,4
mamadou-sakho,Mamadou Sakho (47713),20/21,Premier League,Hamstring injury,2020-07-21,2020-09-14,56.0,2
mamadou-sakho,Mamadou Sakho (47713),19/20,Premier League,Hamstring strain,2020-01-02,2020-03-10,69.0,9
mamadou-sakho,Mamadou Sakho (47713),19/20,Premier League,Knock,2019-09-27,2019-11-29,64.0,8
mamadou-sakho,Mamadou Sakho (47713),18/19,Premier League,Meniscus injury,2019-02-23,2019-08-30,189.0,22
mamadou-sakho,Mamadou Sakho (47713),18/19,Premier League,Back injury,2018-11-20,2018-11-23,4.0,0
mamadou-sakho,Mamadou Sakho (47713),17/18,Premier League,Calf injury,2017-12-09,2018-01-28,51.0,10
hilary-gong,Hilary Gong (477306),19/20,,Knee surgery,2019-08-09,2020-06-30,327.0,29
hilary-gong,Hilary Gong (477306),18/19,,Knee injury,2018-12-21,2019-02-28,70.0,8
hilary-gong,Hilary Gong (477306),18/19,,Knee injury,2018-08-10,2018-10-27,79.0,11
francesco-mazzolo,Francesco Mazzolo (477546),20/21,,Corona virus,2021-05-08,2021-05-24,17.0,2
francesco-mazzolo,Francesco Mazzolo (477546),20/21,,unknown injury,2020-10-03,2020-10-05,3.0,1
emanuele-zuelli,Emanuele Zuelli (477556),23/24,,muscular problems,2024-01-12,2024-02-08,28.0,4
emanuele-zuelli,Emanuele Zuelli (477556),23/24,,muscular problems,2023-12-15,2023-12-25,11.0,2
